ESEMBLID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
gene620	0.854472	0.42497018	1.0	0.31857574	0.48005044	0.22911066	0.0	0.19397596	0.8066878	0.39114094	0.42169338	0.6024863	0.09420588	0.29678467	0.2719141	0.08792384	0.8561344	0.7184833	0.030828867	0.577117
gene621	0.50614935	0.9607316	0.4109779	0.51919925	0.8009403	0.5399745	0.62687093	0.74804807	0.0	0.60324484	0.5550454	0.47639707	1.0	0.5967652	0.7945432	0.42349184	0.43000025	0.48346364	0.16463579	0.43968606
gene622	0.33829346	0.5238812	0.12203979	0.25459054	0.0	0.3711535	0.40891016	0.3087118	0.4352326	0.19953369	0.4957504	0.37380758	0.3308743	0.17342088	0.08571029	0.91411924	0.679361	0.62265635	0.53480566	1.0
gene623	0.0	0.6995406	0.10913096	0.74597275	0.9452158	1.0	0.2858617	0.7478327	0.2439663	0.69660115	0.014796198	0.16929218	0.20053653	0.5428517	0.3536482	0.37991986	0.11541933	0.1239062	0.22740614	0.25463977
gene624	0.7899627	0.24017741	0.5260849	0.0	0.5149185	0.26045498	0.6910134	0.5136607	0.42335334	0.30611196	0.7821265	0.4110435	0.073178016	0.20974854	0.24396716	0.67005783	0.53753984	1.0	0.3304313	0.8183556
gene625	0.101816826	0.8295671	0.23846519	0.26904744	0.44552186	0.21625237	0.41175765	1.0	0.65338916	0.40314567	0.27431476	0.014763535	0.46760505	0.4117371	0.0	0.6758326	0.2805723	0.014002455	0.5102581	0.5692384
gene626	0.3932643	0.033922587	0.28756315	0.0	0.004914112	0.16469327	0.25362924	0.2644291	0.6107235	0.25606567	0.47496644	0.40396345	0.20992295	0.008417235	0.21468121	0.73436755	0.41924503	0.74505985	0.34304	1.0
gene627	0.85605675	1.0	0.8335261	0.5850885	0.7243752	0.23708622	0.0	0.5628156	0.4604153	0.0177564	0.25590557	0.509246	0.32028905	0.541476	0.89313006	0.1530366	0.030686941	0.98018056	0.34446746	0.86466247
gene628	0.5342051	0.14626944	1.0	0.16374898	0.30265218	0.16378808	0.2863473	0.18485367	0.5391644	0.21243991	0.26472795	0.33039975	0.14082836	0.40811935	0.3410617	0.1207095	0.21891285	0.22432816	0.45739454	0.0
gene629	0.0	0.6631531	0.029138656	1.0	0.75752413	0.44919148	0.08517997	0.33837557	0.5541137	0.3077141	0.40450487	0.29619533	0.27057454	0.65508014	0.33863354	0.48667532	0.13036199	0.33470958	0.6186273	0.44551086
gene630	0.85910225	0.20484748	0.41768664	0.42073587	0.13684005	0.0	0.24156983	1.0	0.169334	0.16196907	0.053822204	0.095991455	0.09503411	0.0843579	0.16228409	0.19133161	0.04584412	0.37070048	0.24209392	0.10993768
gene631	0.44638497	0.5993457	0.0	0.20227033	0.3937215	0.61898607	0.6614177	1.0	0.10834342	0.27463785	0.5328187	0.2631308	0.7364946	0.5899307	0.15253754	0.1488761	0.050667033	0.10128685	0.20058662	0.25990203
gene632	0.34541848	0.6384414	0.0	0.55189824	0.26672113	1.0	0.86782527	0.85356873	0.1342919	0.22315691	0.6694346	0.65776956	0.8579201	0.74755037	0.4815742	0.064048946	0.15281512	0.08315902	0.44057736	0.3565371
gene633	0.09488709	0.17356306	0.08266155	0.14162351	0.3924728	0.40727666	0.2661402	1.0	0.0	0.2287229	0.09752081	0.15975493	0.33345345	0.40635496	0.14551643	0.1831483	0.13161518	0.15717492	0.34409407	0.11022288
gene634	0.7244297	0.52266496	1.0	0.4075552	0.8605464	0.33133098	0.0	0.22591776	0.587871	0.7938684	0.44367665	0.13743821	0.6678054	0.3476546	0.07034275	0.6156794	0.7195687	0.23141468	0.9084459	0.47217143
gene635	0.27379438	0.44541377	0.1581952	0.04047536	0.29072046	0.2264931	0.0	0.38726926	0.25570667	0.34272954	0.30402723	0.45121765	0.113347396	0.28160772	0.4796259	0.2932161	1.0	0.5507402	0.31836787	0.68086225
gene636	0.730972	0.5813617	1.0	0.67082953	0.6391141	0.07972919	0.6387666	0.4671422	0.31004167	0.82568216	0.22287816	0.05190945	0.55700654	0.1640724	0.2386546	0.044982534	0.72892755	0.24648969	0.51870555	0.0
gene637	0.23774283	0.8741171	0.15644784	0.7779338	0.6372797	0.2602519	0.6935129	0.9138608	0.6752743	0.29607886	0.2757182	0.4098029	0.6860287	1.0	0.31836608	0.0	0.03848875	0.28480273	0.71035695	0.06711647
gene638	0.27371553	0.3134248	0.079580076	0.08313844	0.0	0.3930578	0.4540125	0.081692174	0.8041215	0.6251169	0.8062823	0.5532029	0.19323686	0.3312603	0.19462222	0.63063127	0.7291164	0.62315154	0.6319619	1.0
gene639	0.16685313	0.7443264	0.04886509	0.40943345	0.62862784	1.0	0.61274934	0.72592527	0.14574212	0.24043804	0.54020375	0.5722938	0.78524995	0.5752732	0.68468356	0.045820847	0.057978142	0.08683593	0.0	0.09557766
gene640	0.44382685	0.73431724	0.0	0.77576506	0.4360531	0.27665457	0.2503586	1.0	0.36501226	0.38578364	0.017100422	0.5033344	0.41074622	0.63097763	0.37126467	0.13916293	0.3566791	0.22672674	0.1309596	0.30754638
gene641	1.0	0.09287102	0.5515909	0.20455058	0.34604162	0.2177933	0.69168234	0.3979448	0.18999252	0.21371655	0.92179954	0.65814596	0.46996897	0.49060515	0.44675216	0.1599028	0.25475416	0.32889107	0.0	0.6893833
gene642	0.38659912	0.32989618	0.29098958	0.73211646	0.8337754	1.0	0.17345497	0.5121247	0.24804272	0.42887846	0.27049226	0.3624791	0.4302191	0.9118072	0.62061536	0.49632657	0.6323502	0.20464692	0.72053146	0.0
gene643	0.26828757	0.8717434	0.11974349	0.9188092	0.814857	1.0	0.8667394	0.4685088	0.0026879394	0.21551609	0.41722548	0.48858014	0.9233448	0.89401174	0.7123508	0.07620617	0.13456737	0.0	0.27589288	0.12238344
gene644	0.96816427	0.27027407	0.43439066	0.35631186	0.30549178	0.09704958	0.39201924	0.014497377	0.697788	0.26248467	0.4984552	0.26637897	0.0	1.0	0.4328253	0.68457866	0.115454175	0.94932383	0.86571795	0.55071425
gene645	0.09895912	0.6295617	0.0	0.5514684	0.65086776	1.0	0.6389759	0.6536833	0.0547781	0.156849	0.39562365	0.377744	0.66593224	0.76106906	0.62684155	0.14076492	0.070080966	0.02572642	0.07590513	0.15785205
gene646	0.18924315	0.5569196	0.46647787	1.0	0.6041933	0.33419684	0.17332062	0.6929701	0.41962847	0.38899416	0.31035975	0.15410712	0.41925237	0.44736505	0.02515285	0.0	0.14835629	0.044591356	0.71166676	0.31235972
gene647	0.22975774	0.22130151	0.026005961	0.08273913	0.0	0.13539645	0.17293958	0.12350756	0.24193963	0.17532292	0.36386058	0.25315255	0.094681755	0.06330367	0.14573568	0.49163416	0.24618967	0.32423627	0.15532254	1.0
gene648	0.4734339	0.8924247	0.27758577	0.3233825	0.7662724	0.15805788	0.70467126	0.31368268	0.10722394	0.5339871	0.37073913	0.66013205	1.0	0.0	0.35260212	0.09657226	0.6376307	0.19372025	0.25900313	0.22871245
gene649	0.33970845	0.37930843	0.15740626	0.2950837	0.20250657	0.0150858285	0.272499	1.0	0.17266501	0.25701085	0.1341003	0.21881041	0.4244283	0.5046162	0.4860787	0.054220326	0.08054767	0.23309223	0.24280444	0.0
gene650	0.62373006	0.4457893	1.0	0.4716353	0.5383004	0.2762463	0.445492	0.3735074	0.57525975	0.7688526	0.0	0.46728584	0.3777603	0.42058662	0.35462773	0.6505263	0.56533796	0.68202144	0.34542966	0.5874831
gene651	0.29106754	0.2839855	0.0	0.32140183	0.45646855	0.08672275	0.49199435	0.367013	0.46357846	0.19603695	0.66048986	0.19744372	0.5539894	0.25898647	0.09158232	0.7642573	1.0	0.6226584	0.38028216	0.8699976
gene652	0.016798932	0.70980746	0.058110546	0.610014	1.0	0.9746656	0.96270126	0.37426022	0.068651244	0.28824154	0.50600505	0.24852163	0.4102906	0.27330837	0.5611623	0.27892828	0.1635666	0.0	0.2512116	0.454449
gene653	0.15994294	0.7715301	0.0	0.42455938	0.3531518	0.8139441	0.47836158	0.7434854	0.222112	0.46734878	0.5987867	1.0	0.7721392	0.47833258	0.66596913	0.73019993	0.20652944	0.14511038	0.6799878	0.5674351
gene654	0.60958284	0.2505978	0.34851804	0.4279923	1.0	0.46895936	0.46337476	0.65096855	0.3538636	0.2966668	0.29444945	0.0	0.4599169	0.4097312	0.13018994	0.07275085	0.07086646	0.19887196	0.17847079	0.18319358
gene655	0.38791996	0.54537183	0.14575039	0.052203357	0.19536227	0.21474424	0.54350024	0.25237083	0.07559697	0.0	0.24332364	0.5525711	0.41163597	0.50636375	0.2806284	1.0	0.6662429	0.07078059	0.342992	0.88157976
gene656	0.1820838	0.97142667	0.0	0.83979124	0.68151724	0.70173204	0.93429977	0.68013144	0.099656224	0.19312263	0.7828035	0.43401393	1.0	0.61457616	0.48909605	0.035884168	0.086525984	0.17690207	0.28966266	0.2130355
gene657	0.1485828	0.62095433	0.0	0.46427077	0.28357804	0.5733751	0.5807547	0.50561756	0.30928037	0.2515825	0.57527024	0.5061405	0.62008077	0.28307644	0.43136907	0.53938067	0.25987625	0.79275775	0.6495764	1.0
gene658	0.0	0.34775126	0.07437253	0.46857214	0.5046636	0.57431746	0.88563347	0.36205146	0.5468208	0.29396498	1.0	0.70069265	0.7162102	0.25039348	0.27321815	0.2596833	0.25611204	0.32578325	0.26231897	0.8543849
gene659	0.43395457	0.09770033	0.109179184	0.14186312	0.18501957	0.05089755	0.26675275	0.39577028	0.07671522	0.05598319	0.2790252	0.2825258	0.0	0.2850071	0.13132952	0.76767254	0.44360018	0.2906547	0.41160735	1.0
gene660	0.08381457	0.55195636	0.64594895	1.0	0.32923183	0.26076356	0.70076823	0.6999703	0.4385851	0.33880827	0.34391448	0.10797548	0.9902479	0.4033562	0.06963726	0.0	0.1261643	0.40025476	0.05110297	0.36449292
gene661	0.3935908	0.66471726	0.57834256	0.9223734	1.0	0.65398824	0.9421606	0.6695912	0.5335817	0.5470579	0.34228945	0.6052953	0.47648248	0.4843223	0.86251163	0.0	0.64355415	0.5015587	0.37977883	0.15297426
gene662	0.20364732	0.14059655	0.117740594	0.0	0.078316644	0.1452116	0.22367226	0.30420837	0.27826878	0.20695873	0.3601992	0.37018344	0.09469986	0.042471	0.25004482	0.58788943	0.66040254	0.5698935	0.34431863	1.0
gene663	0.045288797	0.3133511	0.0	0.07384079	0.28890055	0.39454526	0.12171448	0.46565357	0.22225633	0.50554115	0.33928213	0.596181	0.3329668	0.2987539	0.48842192	0.9417232	0.6086499	0.5570294	0.24807751	1.0
gene664	0.3932568	0.83843184	0.0	0.62750715	0.7130041	0.6600682	0.4597899	0.9614433	0.0832653	0.25665966	0.6650314	1.0	0.7044192	0.6597854	0.6267887	0.6055468	0.30579627	0.44210953	0.100264184	0.7451711
gene665	0.2990694	0.5026492	0.0	0.6861189	0.3082187	0.29007578	0.3066221	0.09836487	0.3159372	0.7494614	0.7467707	1.0	0.25788134	0.6753115	0.20931673	0.59831804	0.4862513	0.9242773	0.24236013	0.9112334
gene666	0.68592775	0.260706	1.0	0.11146542	0.5507372	0.09901657	0.0	0.17420913	0.3051994	0.028336607	0.27222556	0.31027025	0.32695597	0.27653068	0.69008756	0.18493001	0.3365253	0.11876017	0.12597881	0.084407836
gene667	0.29397383	0.12450961	0.49552166	0.14611827	0.0	0.06691812	0.19079174	0.25647923	0.3510455	0.49395993	0.34592882	0.19568244	0.40648273	0.08779562	0.35219464	0.9449046	0.8631659	0.7970959	0.7329861	1.0
gene668	0.37480563	0.24307185	0.99846363	1.0	0.7915137	0.20899877	0.7712416	0.46965754	0.002684141	0.3952817	0.13218342	0.0	0.5935571	0.05134073	0.15503816	0.33078322	0.08281934	0.48346138	0.24842325	0.20913564
gene669	0.43129942	0.6277421	1.0	0.6678389	0.6483943	0.38509056	0.46659607	0.4973145	0.51404816	0.3180523	0.19871616	0.46359903	0.4107471	0.47692552	0.5196617	0.0	0.20211656	0.15484114	0.53074825	0.20500658
gene670	0.42623988	0.6377308	0.23608655	0.495156	0.29551512	0.1430743	0.9980317	1.0	0.3337192	0.21050227	0.5030516	0.5474449	0.6080244	0.607632	0.18398266	0.17069958	0.007132781	0.0	0.21460341	0.037155602
gene671	0.8935038	0.631395	0.6249602	0.7484859	0.3305964	0.34051305	0.48885635	0.46681228	1.0	0.9224367	0.31941408	0.0	0.5782571	0.42936444	0.6167748	0.65110666	0.40935174	0.6484797	0.27642345	0.76355565
gene672	1.0	0.4431465	0.3651216	0.04771163	0.031932056	0.4309275	0.9876966	0.085659206	0.42479613	0.07453268	0.15453911	0.45076457	0.95742816	0.0	0.059270702	0.095769495	0.13317713	0.17678463	0.08430942	0.13100769
gene673	0.37041998	0.0787128	0.44926304	0.07088985	0.09772049	0.0	0.3622322	0.22067168	0.59582514	0.53224015	0.31723326	0.4726382	0.2721572	0.16022116	0.22175366	0.784274	0.7673339	1.0	0.477795	0.9715873
gene674	0.240726	0.43338737	0.54370093	0.0	0.42388552	0.28354004	0.32787803	0.3875799	0.61498314	0.5497704	0.42149583	0.39060447	0.3219061	0.2985317	0.4861707	1.0	0.5749462	0.43086675	0.61946136	0.60321355
gene675	0.52045226	0.63554424	0.09601885	0.63880146	1.0	0.074480526	0.17546238	0.6620502	0.23983955	0.45216593	0.08274464	0.24959649	0.45281714	0.17545415	0.19766511	0.2640211	0.39077398	0.24881689	0.0	0.0022681742
gene676	0.11387804	0.81017095	0.06927387	0.60793716	0.82617575	1.0	0.63565683	0.71020037	0.0	0.26452187	0.41541928	0.3421953	0.72889775	0.44975352	0.3615288	0.13689741	0.12194657	0.04819032	0.11178017	0.23722327
gene677	0.293729	0.4263285	0.3867598	0.122379646	0.011757776	0.0	0.4782765	0.3097198	0.5080011	0.2633628	0.388459	0.36770585	0.335236	0.08167727	0.24325922	1.0	0.74232215	0.5017862	0.33520225	0.5692436
gene678	0.12237043	0.728618	0.30681112	1.0	0.6021021	0.55755067	0.50433797	0.7094806	0.549296	0.5416151	0.4926919	0.4513373	0.57091266	0.45564145	0.0	0.104564704	0.3412986	0.3311859	0.26409945	0.57903516
gene679	0.70859355	0.7620476	0.44508567	0.66735315	0.5207588	0.31689748	0.74970907	0.7128464	0.45353156	0.3082494	0.37564605	0.5546383	0.7924387	1.0	0.4845293	0.0	0.18390496	0.19351962	0.35185808	0.15501927
gene680	0.7426159	0.30422133	0.8243337	0.3414538	0.0	0.017630013	0.05082104	0.08630634	0.96687263	0.73950785	0.27798748	0.19095334	0.1151101	0.049555298	0.377866	0.48522854	0.28172076	0.31416422	1.0	0.29650304
gene681	0.99865496	0.7448352	0.70755213	1.0	0.26771674	0.0	0.13336164	0.5576166	0.88288426	0.011387833	0.097566225	0.11767525	0.16433306	0.35709843	0.19739918	0.25504354	0.25126982	0.13109459	0.31586462	0.73590904
gene682	0.89883894	0.37662405	1.0	0.0	0.29440546	0.24624352	0.5745482	0.62815917	0.106023826	0.06191604	0.5428278	0.38897043	0.24083517	0.39133653	0.095424734	0.5244465	0.24723956	0.74127764	0.2304062	0.32228044
gene683	1.0	0.0	0.9096095	0.12526728	0.27878717	0.23778829	0.32801402	0.005829422	0.5292525	0.3372212	0.22805746	0.33784533	0.21181676	0.13945165	0.38603097	0.44272202	0.7181352	0.7647197	0.5053059	0.4842172
gene684	0.9262485	0.33247876	0.5715026	0.47976306	0.40083486	0.0	0.36969912	0.44007087	0.29872724	0.65738845	0.6901741	0.12908955	0.076743476	0.617372	0.40973413	0.7683835	0.48215336	1.0	0.09346741	0.62910694
gene685	0.14756908	0.7537317	0.22432122	0.6543456	0.6246789	0.8471682	0.96932596	1.0	0.42921266	0.30162728	0.4567852	0.6082984	0.53493917	0.69951355	0.44861498	0.45833868	0.17350566	0.0	0.32177365	0.14996588
gene686	0.44714722	0.243702	0.23751046	0.16738738	0.0	0.16884014	0.4024998	0.33051986	0.33330148	0.06767454	0.3583699	0.28048646	0.0012849652	0.1905626	0.1792318	0.3778227	0.5570543	1.0	0.16498682	0.5302216
gene687	0.0	0.86517817	0.4092991	0.82214427	0.59338826	0.6312777	0.6583053	0.6862539	0.08752149	0.49852425	0.5516288	0.37807804	1.0	0.81387705	0.27144745	0.3017026	0.17700756	0.35908484	0.37613145	0.25995103
gene688	0.37041423	0.60431	0.09565881	0.0	0.18551952	0.2227665	0.15070622	0.4086832	0.25574467	0.15133639	0.3953429	0.5572054	0.3254589	0.29615906	0.29521042	0.72465384	0.35742402	0.9296886	0.68666786	1.0
gene689	0.74589795	0.07809853	1.0	0.21061498	0.45886433	0.1954589	0.24413066	0.13516895	0.2688941	0.29422313	0.2956573	0.3403154	0.32041427	0.41674903	0.48663193	0.10018291	0.28610727	0.15728922	0.19326785	0.0
gene690	0.16424777	0.31292692	0.1810588	0.08552102	0.0	0.44835764	0.35396105	0.23192097	0.5370861	0.44976282	0.6873862	0.4919614	0.27413502	0.45279244	0.17465344	1.0	0.5340414	0.80849326	0.7776571	0.5907308
gene691	0.44198036	0.13261896	0.7455058	0.0	0.29365754	0.10021236	0.6716532	0.5155102	0.49348623	0.53125966	0.39285946	0.39545032	0.3471206	0.18297224	0.34325808	0.82818925	1.0	0.91542256	0.3840731	0.64022315
gene692	0.6983934	0.108989805	0.35582075	0.32787773	1.0	0.013944582	0.12838587	0.17440318	0.60997665	0.49847627	0.5698467	0.0	0.16858648	0.24454446	0.58504957	0.43578288	0.20751831	0.34105396	0.13928264	0.6040508
gene693	0.047720317	0.88802457	0.0	0.09468587	0.77436715	0.7244341	0.252103	0.35053456	0.5132282	0.27828705	0.7361628	0.47068888	0.60567456	0.8437021	1.0	0.98783076	0.6712036	0.40836617	0.6101306	0.43201834
gene694	0.41153184	0.5071502	0.37316793	0.31253415	0.0	0.2933528	0.39348766	0.35709968	0.59701794	0.51914173	0.6879899	0.5948721	0.24818592	0.4255014	0.14244282	1.0	0.80149734	0.8774346	0.5423533	0.75862676
gene695	0.757632	0.55644596	0.6571285	0.40356395	0.2341037	0.07816424	0.5178064	1.0	0.26537782	0.31372008	0.38938656	0.4066125	0.61503327	0.58276856	0.8757442	0.24019568	0.29377487	0.32449085	0.2855484	0.0
gene696	0.25551853	0.69454116	0.1315913	0.2151909	0.060478833	0.0	0.124638654	0.6158797	0.20495564	0.10480116	0.2291897	0.49280325	0.18846409	0.60308933	0.5035992	1.0	0.6483554	0.24549356	0.2959337	0.8120318
gene697	0.6425501	0.4353963	1.0	0.7472353	0.5095007	0.09714417	0.59486747	0.7406239	0.23447023	0.12734626	0.002796483	0.077400245	0.3498866	0.19684573	0.5819407	0.33807236	0.0	0.269898	0.25760892	0.07962608
gene698	0.5686812	0.27270037	0.28856567	0.032694075	0.31680202	0.10106871	0.22978683	0.35777012	0.36307582	0.4749696	0.4028286	0.5518624	0.52779573	0.0	0.5153406	0.73965275	0.9257643	0.61617154	0.18308668	1.0
gene699	0.54850984	0.373775	0.65099436	0.14384717	0.45273203	0.069282964	0.39752612	0.27736744	0.57846665	0.32632542	0.47118402	1.0	0.3881085	0.0	0.54939055	0.6793138	0.80129296	0.5832698	0.4084211	0.7320939
gene700	0.103057906	0.9917781	0.0146133285	0.7146718	1.0	0.7841545	0.545867	0.5612937	0.0473851	0.27720585	0.83361435	0.5246885	0.87269557	0.6811026	0.57452434	0.025667608	0.0	0.10801802	0.17288058	0.13714641
gene701	0.4071317	0.23640496	0.6877879	0.060659636	0.0	0.15712668	0.20711897	0.38107368	0.28392643	0.36174652	0.17715806	0.18522245	0.25991726	0.37846446	0.29240626	0.756009	0.36753535	1.0	0.3738852	0.22778966
gene702	0.72109	0.57169425	1.0	0.74109715	0.82731533	0.4776598	0.6690104	0.8883191	0.42474726	0.3457019	0.53357995	0.44944817	0.57708263	0.67505467	0.87950677	0.020241173	0.1310566	0.2803957	0.5203077	0.0
gene703	0.8710754	0.106398955	1.0	0.037554577	0.15586771	0.09360501	0.15665407	0.21362597	0.20559664	0.44376343	0.0	0.09459453	0.24182114	0.2726668	0.2383536	0.35862485	0.6818814	0.7253722	0.4455623	0.42854118
gene704	0.038592014	0.3068659	0.39686906	0.3132763	0.23978062	0.0	0.50491184	0.34517324	0.34112385	0.37241784	0.5076434	0.7219455	0.410261	0.27878845	0.34324333	1.0	0.7338697	0.20960264	0.1800555	0.8804335
gene705	0.10593351	0.44978768	1.0	0.16356339	0.3581017	0.25894868	0.5339343	0.6390014	0.8455153	0.2555687	0.1658673	0.1477939	0.0	0.35795042	0.17162454	0.37922192	0.22458403	0.7959373	0.23103191	0.17882024
gene706	0.6968959	0.68716395	0.5214874	0.5438113	0.5524718	0.514831	0.26832175	0.15126649	1.0	0.40943113	0.5473526	0.5801069	0.1610242	0.36286408	0.0	0.541515	0.37785655	0.60413903	0.41146052	0.74044806
gene707	0.0	0.5844506	0.56918377	0.5338327	1.0	0.74845725	0.38868654	0.7005119	0.32926738	0.22378704	0.30288213	0.6623206	0.46175903	0.21412395	0.40975043	0.18537848	0.105618455	0.20133913	0.45370296	0.045093648
gene708	0.7592778	0.30156195	0.6425169	0.48344964	0.6049825	0.4792941	0.0070687137	0.1543771	0.92679715	0.619375	0.53739715	1.0	0.015462157	0.32161427	0.45214495	0.26330277	0.0	0.44652784	0.6238264	0.22164135
gene709	0.56683266	0.1439927	1.0	0.5071775	0.6497589	0.29946998	0.5707819	0.0	0.85876644	0.5144731	0.5169444	0.8337177	0.431436	0.7801001	0.9640776	0.939844	0.718754	0.3917577	0.9560536	0.3417488
gene710	0.75428957	0.40047517	0.89582115	0.12172614	0.646925	0.0	0.457641	0.3282385	0.40426975	0.032046564	0.7688281	1.0	0.6193841	0.37681925	0.6013314	0.8954466	0.5011306	0.45766848	0.14723152	0.7386869
gene711	0.0	0.37335935	0.3650323	0.7287053	0.8446655	0.7367433	0.42459062	0.25369543	0.5495002	0.50320387	0.6684592	0.5532291	0.4085349	0.29870632	0.5094922	0.69317675	1.0	0.4281162	0.28640136	0.37300184
gene712	0.84882057	0.49952215	0.4125573	0.55461615	0.57508034	0.54684806	0.28965554	1.0	0.3603652	0.38748315	0.25238535	0.48275864	0.8424855	0.29942352	0.67069453	0.16173956	0.8292388	0.8945728	0.036219724	0.0
gene713	0.764552	1.0	0.22694694	0.37989086	0.3361444	0.022957722	0.34553862	0.44036767	0.46178758	0.33112204	0.097924836	0.190172	0.68397117	0.37409732	0.0	0.14297292	0.14029579	0.16895527	0.19435431	0.41292474
gene714	0.30872408	0.11123892	0.18343766	0.36908573	0.32070866	0.2875276	1.0	0.40896434	0.7943348	0.2830424	0.49923563	0.4197368	0.6490444	0.13222188	0.19752252	0.4824319	0.40386468	0.6860474	0.59979653	0.0
gene715	0.24312305	0.20977816	0.23001795	0.13926816	0.0	0.19335131	0.37451577	0.22229977	0.62984884	0.46805978	0.330818	0.50844675	0.2632147	0.23208895	0.2978906	0.4625634	0.43936887	0.76503444	0.41466272	1.0
gene716	0.4862754	0.35476688	0.0	0.5187906	0.1426975	0.49448678	0.4437761	1.0	0.5441477	0.3483813	0.4803691	0.15241632	0.7328088	0.6158697	0.035119385	0.15514426	0.47882855	0.29793578	0.047105297	0.16629356
gene717	0.3564165	0.3657006	0.36654243	0.22002228	0.0	0.24897487	0.30999953	0.48716733	0.30841377	0.38897875	0.36180586	0.41059104	0.4913472	0.30731335	0.17888029	1.0	0.8810385	0.685698	0.32047972	0.96442795
gene718	0.7156351	0.08485857	0.2568676	0.44612464	0.22392265	0.0	0.44831067	0.8020318	0.09021655	0.29988772	0.20460302	0.2632427	1.0	0.22382963	0.27894095	0.058996327	0.38408557	0.054263867	0.10158275	0.4850572
gene719	0.44505548	0.6154576	0.44565874	0.3555355	0.0	0.7315767	0.56075335	0.2926566	0.7069022	0.7870246	0.65337354	1.0	0.8109175	0.6507848	0.59129834	0.997273	0.4701634	0.74489033	0.41879305	0.52670985
